,Image type,Model,Threshold,F1,Image
1,Raw,Morphometrics,0.55,0.88073397,51
2,Raw,Morphometrics,0.6,0.88073397,51
3,Raw,Morphometrics,0.65,0.86238533,51
4,Raw,Morphometrics,0.7,0.86238533,51
5,Raw,Morphometrics,0.75,0.8440367,51
6,Raw,Morphometrics,0.8,0.80733943,51
7,Raw,Morphometrics,0.85,0.6972477,51
8,Raw,Morphometrics,0.9,0.29357797,51
9,Raw,Morphometrics,0.95,0.0,51
10,Raw,Morphometrics,1.0,0.0,51
0,Raw,Omnipose,0.5,0.7529412,52
1,Raw,Omnipose,0.55,0.7529412,52
2,Raw,Omnipose,0.6,0.7294118,52
3,Raw,Omnipose,0.65,0.7294118,52
4,Raw,Omnipose,0.7,0.7294118,52
5,Raw,Omnipose,0.75,0.7294118,52
6,Raw,Omnipose,0.8,0.7294118,52
7,Raw,Omnipose,0.85,0.7058824,52
8,Raw,Omnipose,0.9,0.5411765,52
9,Raw,Omnipose,0.95,0.0,52
10,Raw,Omnipose,1.0,0.0,52
0,Raw,Cellpose-SAM,0.5,0.8648649,52
1,Raw,Cellpose-SAM,0.55,0.8378378,52
2,Raw,Cellpose-SAM,0.6,0.8108108,52
3,Raw,Cellpose-SAM,0.65,0.8108108,52
4,Raw,Cellpose-SAM,0.7,0.8108108,52
5,Raw,Cellpose-SAM,0.75,0.8108108,52
6,Raw,Cellpose-SAM,0.8,0.8108108,52
7,Raw,Cellpose-SAM,0.85,0.7567568,52
8,Raw,Cellpose-SAM,0.9,0.4054054,52
9,Raw,Cellpose-SAM,0.95,0.0,52
10,Raw,Cellpose-SAM,1.0,0.0,52
0,Raw,microSAM,0.5,0.21551724,52
1,Raw,microSAM,0.55,0.19827586,52
2,Raw,microSAM,0.6,0.19827586,52
3,Raw,microSAM,0.65,0.1724138,52
4,Raw,microSAM,0.7,0.14655173,52
5,Raw,microSAM,0.75,0.12068965,52
6,Raw,microSAM,0.8,0.06896552,52
7,Raw,microSAM,0.85,0.01724138,52
8,Raw,microSAM,0.9,0.0,52
9,Raw,microSAM,0.95,0.0,52
10,Raw,microSAM,1.0,0.0,52
0,Raw,Cellpose3,0.5,0.4172662,52
1,Raw,Cellpose3,0.55,0.4172662,52
2,Raw,Cellpose3,0.6,0.4172662,52
3,Raw,Cellpose3,0.65,0.4172662,52
4,Raw,Cellpose3,0.7,0.4172662,52
5,Raw,Cellpose3,0.75,0.4028777,52
6,Raw,Cellpose3,0.8,0.35971224,52
7,Raw,Cellpose3,0.85,0.20143884,52
8,Raw,Cellpose3,0.9,0.01438849,52
9,Raw,Cellpose3,0.95,0.0,52
10,Raw,Cellpose3,1.0,0.0,52
0,Raw,Morphometrics,0.5,0.7631579,52
1,Raw,Morphometrics,0.55,0.7368421,52
2,Raw,Morphometrics,0.6,0.7105263,52
3,Raw,Morphometrics,0.65,0.7105263,52
4,Raw,Morphometrics,0.7,0.7105263,52
5,Raw,Morphometrics,0.75,0.68421054,52
6,Raw,Morphometrics,0.8,0.68421054,52
7,Raw,Morphometrics,0.85,0.55263156,52
8,Raw,Morphometrics,0.9,0.23684211,52
9,Raw,Morphometrics,0.95,0.0,52
10,Raw,Morphometrics,1.0,0.0,52
0,Raw,Omnipose,0.5,0.6486486,53
1,Raw,Omnipose,0.55,0.6486486,53
2,Raw,Omnipose,0.6,0.6486486,53
3,Raw,Omnipose,0.65,0.6486486,53
4,Raw,Omnipose,0.7,0.6486486,53
5,Raw,Omnipose,0.75,0.6486486,53
6,Raw,Omnipose,0.8,0.6486486,53
7,Raw,Omnipose,0.85,0.6486486,53
8,Raw,Omnipose,0.9,0.6486486,53
9,Raw,Omnipose,0.95,0.21621622,53
10,Raw,Omnipose,1.0,0.0,53
0,Raw,Cellpose-SAM,0.5,0.8,53
1,Raw,Cellpose-SAM,0.55,0.8,53
2,Raw,Cellpose-SAM,0.6,0.8,53
3,Raw,Cellpose-SAM,0.65,0.8,53
4,Raw,Cellpose-SAM,0.7,0.8,53
5,Raw,Cellpose-SAM,0.75,0.8,53
6,Raw,Cellpose-SAM,0.8,0.8,53
7,Raw,Cellpose-SAM,0.85,0.8,53
8,Raw,Cellpose-SAM,0.9,0.8,53
9,Raw,Cellpose-SAM,0.95,0.53333336,53
10,Raw,Cellpose-SAM,1.0,0.0,53
0,Raw,microSAM,0.5,0.33333334,53
1,Raw,microSAM,0.55,0.3030303,53
2,Raw,microSAM,0.6,0.3030303,53
3,Raw,microSAM,0.65,0.3030303,53
4,Raw,microSAM,0.7,0.27272728,53
5,Raw,microSAM,0.75,0.24242425,53
6,Raw,microSAM,0.8,0.21212122,53
7,Raw,microSAM,0.85,0.18181819,53
8,Raw,microSAM,0.9,0.060606062,53
9,Raw,microSAM,0.95,0.0,53
10,Raw,microSAM,1.0,0.0,53
0,Raw,Cellpose3,0.5,0.375,53
1,Raw,Cellpose3,0.55,0.375,53
2,Raw,Cellpose3,0.6,0.375,53
3,Raw,Cellpose3,0.65,0.375,53
4,Raw,Cellpose3,0.7,0.375,53
5,Raw,Cellpose3,0.75,0.375,53
6,Raw,Cellpose3,0.8,0.375,53
7,Raw,Cellpose3,0.85,0.34375,53
8,Raw,Cellpose3,0.9,0.1875,53
9,Raw,Cellpose3,0.95,0.0,53
10,Raw,Cellpose3,1.0,0.0,53
0,Raw,Morphometrics,0.5,0.8,53
1,Raw,Morphometrics,0.55,0.8,53
2,Raw,Morphometrics,0.6,0.8,53
3,Raw,Morphometrics,0.65,0.8,53
4,Raw,Morphometrics,0.7,0.8,53
5,Raw,Morphometrics,0.75,0.8,53
6,Raw,Morphometrics,0.8,0.8,53
7,Raw,Morphometrics,0.85,0.8,53
8,Raw,Morphometrics,0.9,0.6666667,53
9,Raw,Morphometrics,0.95,0.13333334,53
10,Raw,Morphometrics,1.0,0.0,53
0,Raw,Omnipose,0.5,0.8854962,54
1,Raw,Omnipose,0.55,0.8549618,54
2,Raw,Omnipose,0.6,0.8396947,54
3,Raw,Omnipose,0.65,0.8396947,54
4,Raw,Omnipose,0.7,0.8396947,54
5,Raw,Omnipose,0.75,0.8396947,54
6,Raw,Omnipose,0.8,0.8244275,54
7,Raw,Omnipose,0.85,0.79389316,54
8,Raw,Omnipose,0.9,0.5038168,54
9,Raw,Omnipose,0.95,0.0,54
10,Raw,Omnipose,1.0,0.0,54
0,Raw,Cellpose-SAM,0.5,0.9032258,54
1,Raw,Cellpose-SAM,0.55,0.87096775,54
2,Raw,Cellpose-SAM,0.6,0.8548387,54
3,Raw,Cellpose-SAM,0.65,0.8548387,54
4,Raw,Cellpose-SAM,0.7,0.8548387,54
5,Raw,Cellpose-SAM,0.75,0.8548387,54
6,Raw,Cellpose-SAM,0.8,0.8548387,54
7,Raw,Cellpose-SAM,0.85,0.7419355,54
8,Raw,Cellpose-SAM,0.9,0.27419356,54
9,Raw,Cellpose-SAM,0.95,0.0,54
10,Raw,Cellpose-SAM,1.0,0.0,54
0,Raw,microSAM,0.5,0.53409094,54
1,Raw,microSAM,0.55,0.53409094,54
2,Raw,microSAM,0.6,0.48863637,54
3,Raw,microSAM,0.65,0.48863637,54
4,Raw,microSAM,0.7,0.38636363,54
5,Raw,microSAM,0.75,0.29545453,54
6,Raw,microSAM,0.8,0.13636364,54
7,Raw,microSAM,0.85,0.03409091,54
8,Raw,microSAM,0.9,0.0,54
9,Raw,microSAM,0.95,0.0,54
10,Raw,microSAM,1.0,0.0,54
0,Raw,Cellpose3,0.5,0.74626863,54
1,Raw,Cellpose3,0.55,0.74626863,54
2,Raw,Cellpose3,0.6,0.73134327,54
3,Raw,Cellpose3,0.65,0.73134327,54
4,Raw,Cellpose3,0.7,0.73134327,54
5,Raw,Cellpose3,0.75,0.7164179,54
6,Raw,Cellpose3,0.8,0.6865672,54
7,Raw,Cellpose3,0.85,0.43283582,54
8,Raw,Cellpose3,0.9,0.029850746,54
9,Raw,Cellpose3,0.95,0.0,54
10,Raw,Cellpose3,1.0,0.0,54
0,Raw,Morphometrics,0.5,0.864,54
1,Raw,Morphometrics,0.55,0.864,54
2,Raw,Morphometrics,0.6,0.848,54
3,Raw,Morphometrics,0.65,0.848,54
4,Raw,Morphometrics,0.7,0.832,54
5,Raw,Morphometrics,0.75,0.832,54
6,Raw,Morphometrics,0.8,0.816,54
7,Raw,Morphometrics,0.85,0.656,54
8,Raw,Morphometrics,0.9,0.064,54
9,Raw,Morphometrics,0.95,0.0,54
10,Raw,Morphometrics,1.0,0.0,54
0,Raw,Omnipose,0.5,0.8947368,55
1,Raw,Omnipose,0.55,0.8947368,55
2,Raw,Omnipose,0.6,0.8947368,55
3,Raw,Omnipose,0.65,0.8947368,55
4,Raw,Omnipose,0.7,0.88596493,55
5,Raw,Omnipose,0.75,0.88596493,55
6,Raw,Omnipose,0.8,0.88596493,55
7,Raw,Omnipose,0.85,0.88596493,55
8,Raw,Omnipose,0.9,0.80701756,55
9,Raw,Omnipose,0.95,0.4385965,55
10,Raw,Omnipose,1.0,0.0,55
0,Raw,Cellpose-SAM,0.5,0.9,55
1,Raw,Cellpose-SAM,0.55,0.9,55
2,Raw,Cellpose-SAM,0.6,0.9,55
3,Raw,Cellpose-SAM,0.65,0.9,55
4,Raw,Cellpose-SAM,0.7,0.9,55
5,Raw,Cellpose-SAM,0.75,0.9,55
6,Raw,Cellpose-SAM,0.8,0.8818182,55
7,Raw,Cellpose-SAM,0.85,0.8636364,55
8,Raw,Cellpose-SAM,0.9,0.7909091,55
9,Raw,Cellpose-SAM,0.95,0.34545454,55
10,Raw,Cellpose-SAM,1.0,0.0,55
0,Raw,microSAM,0.5,0.33890215,55
1,Raw,microSAM,0.55,0.3150358,55
2,Raw,microSAM,0.6,0.29594272,55
3,Raw,microSAM,0.65,0.27684963,55
4,Raw,microSAM,0.7,0.23866348,55
5,Raw,microSAM,0.75,0.21002387,55
6,Raw,microSAM,0.8,0.16229117,55
7,Raw,microSAM,0.85,0.11933174,55
8,Raw,microSAM,0.9,0.03818616,55
9,Raw,microSAM,0.95,0.00477327,55
10,Raw,microSAM,1.0,0.0,55
0,Raw,Cellpose3,0.5,0.70731705,55
1,Raw,Cellpose3,0.55,0.68292683,55
2,Raw,Cellpose3,0.6,0.67479676,55
3,Raw,Cellpose3,0.65,0.67479676,55
4,Raw,Cellpose3,0.7,0.67479676,55
5,Raw,Cellpose3,0.75,0.67479676,55
6,Raw,Cellpose3,0.8,0.6178862,55
7,Raw,Cellpose3,0.85,0.5121951,55
8,Raw,Cellpose3,0.9,0.2682927,55
9,Raw,Cellpose3,0.95,0.008130081,55
10,Raw,Cellpose3,1.0,0.0,55
0,Raw,Morphometrics,0.5,0.8325792,55
1,Raw,Morphometrics,0.55,0.7963801,55
2,Raw,Morphometrics,0.6,0.7873303,55
3,Raw,Morphometrics,0.65,0.7873303,55
4,Raw,Morphometrics,0.7,0.77828056,55
5,Raw,Morphometrics,0.75,0.7692308,55
6,Raw,Morphometrics,0.8,0.74208146,55
7,Raw,Morphometrics,0.85,0.6968326,55
8,Raw,Morphometrics,0.9,0.43438914,55
9,Raw,Morphometrics,0.95,0.054298643,55
10,Raw,Morphometrics,1.0,0.0,55
