,Image type,Model,Threshold,F1,Image
2,Deconvolved,Morphometrics,0.6,0.8378378,36
3,Deconvolved,Morphometrics,0.65,0.8378378,36
4,Deconvolved,Morphometrics,0.7,0.8378378,36
5,Deconvolved,Morphometrics,0.75,0.8378378,36
6,Deconvolved,Morphometrics,0.8,0.8378378,36
7,Deconvolved,Morphometrics,0.85,0.8243243,36
8,Deconvolved,Morphometrics,0.9,0.7972973,36
9,Deconvolved,Morphometrics,0.95,0.6486486,36
10,Deconvolved,Morphometrics,1.0,0.0,36
0,Deconvolved,Omnipose,0.5,0.93793106,37
1,Deconvolved,Omnipose,0.55,0.93793106,37
2,Deconvolved,Omnipose,0.6,0.93793106,37
3,Deconvolved,Omnipose,0.65,0.93793106,37
4,Deconvolved,Omnipose,0.7,0.93793106,37
5,Deconvolved,Omnipose,0.75,0.93793106,37
6,Deconvolved,Omnipose,0.8,0.93793106,37
7,Deconvolved,Omnipose,0.85,0.93793106,37
8,Deconvolved,Omnipose,0.9,0.8551724,37
9,Deconvolved,Omnipose,0.95,0.027586207,37
10,Deconvolved,Omnipose,1.0,0.0,37
0,Deconvolved,Cellpose-SAM,0.5,0.7887324,37
1,Deconvolved,Cellpose-SAM,0.55,0.7887324,37
2,Deconvolved,Cellpose-SAM,0.6,0.7887324,37
3,Deconvolved,Cellpose-SAM,0.65,0.7605634,37
4,Deconvolved,Cellpose-SAM,0.7,0.73239434,37
5,Deconvolved,Cellpose-SAM,0.75,0.73239434,37
6,Deconvolved,Cellpose-SAM,0.8,0.7183099,37
7,Deconvolved,Cellpose-SAM,0.85,0.7183099,37
8,Deconvolved,Cellpose-SAM,0.9,0.7183099,37
9,Deconvolved,Cellpose-SAM,0.95,0.5070422,37
10,Deconvolved,Cellpose-SAM,1.0,0.0,37
0,Deconvolved,microSAM,0.5,0.7798742,37
1,Deconvolved,microSAM,0.55,0.7295597,37
2,Deconvolved,microSAM,0.6,0.7295597,37
3,Deconvolved,microSAM,0.65,0.7295597,37
4,Deconvolved,microSAM,0.7,0.7295597,37
5,Deconvolved,microSAM,0.75,0.7295597,37
6,Deconvolved,microSAM,0.8,0.7295597,37
7,Deconvolved,microSAM,0.85,0.7295597,37
8,Deconvolved,microSAM,0.9,0.7044025,37
9,Deconvolved,microSAM,0.95,0.44025156,37
10,Deconvolved,microSAM,1.0,0.0,37
0,Deconvolved,Cellpose3,0.5,0.4691358,37
1,Deconvolved,Cellpose3,0.55,0.45679012,37
2,Deconvolved,Cellpose3,0.6,0.45679012,37
3,Deconvolved,Cellpose3,0.65,0.44444445,37
4,Deconvolved,Cellpose3,0.7,0.44444445,37
5,Deconvolved,Cellpose3,0.75,0.39506173,37
6,Deconvolved,Cellpose3,0.8,0.19753087,37
7,Deconvolved,Cellpose3,0.85,0.037037037,37
8,Deconvolved,Cellpose3,0.9,0.0,37
9,Deconvolved,Cellpose3,0.95,0.0,37
10,Deconvolved,Cellpose3,1.0,0.0,37
0,Deconvolved,Morphometrics,0.5,0.9066667,37
1,Deconvolved,Morphometrics,0.55,0.8666667,37
2,Deconvolved,Morphometrics,0.6,0.8666667,37
3,Deconvolved,Morphometrics,0.65,0.85333335,37
4,Deconvolved,Morphometrics,0.7,0.85333335,37
5,Deconvolved,Morphometrics,0.75,0.85333335,37
6,Deconvolved,Morphometrics,0.8,0.85333335,37
7,Deconvolved,Morphometrics,0.85,0.84,37
8,Deconvolved,Morphometrics,0.9,0.81333333,37
9,Deconvolved,Morphometrics,0.95,0.72,37
10,Deconvolved,Morphometrics,1.0,0.0,37
0,Deconvolved,Omnipose,0.5,0.8976378,38
1,Deconvolved,Omnipose,0.55,0.88188976,38
2,Deconvolved,Omnipose,0.6,0.86614174,38
3,Deconvolved,Omnipose,0.65,0.86614174,38
4,Deconvolved,Omnipose,0.7,0.86614174,38
5,Deconvolved,Omnipose,0.75,0.86614174,38
6,Deconvolved,Omnipose,0.8,0.86614174,38
7,Deconvolved,Omnipose,0.85,0.86614174,38
8,Deconvolved,Omnipose,0.9,0.8346457,38
9,Deconvolved,Omnipose,0.95,0.0,38
10,Deconvolved,Omnipose,1.0,0.0,38
0,Deconvolved,Cellpose-SAM,0.5,0.87603307,38
1,Deconvolved,Cellpose-SAM,0.55,0.87603307,38
2,Deconvolved,Cellpose-SAM,0.6,0.8595041,38
3,Deconvolved,Cellpose-SAM,0.65,0.8429752,38
4,Deconvolved,Cellpose-SAM,0.7,0.8429752,38
5,Deconvolved,Cellpose-SAM,0.75,0.8429752,38
6,Deconvolved,Cellpose-SAM,0.8,0.8429752,38
7,Deconvolved,Cellpose-SAM,0.85,0.8264463,38
8,Deconvolved,Cellpose-SAM,0.9,0.80991733,38
9,Deconvolved,Cellpose-SAM,0.95,0.72727275,38
10,Deconvolved,Cellpose-SAM,1.0,0.0,38
0,Deconvolved,microSAM,0.5,0.8636364,38
1,Deconvolved,microSAM,0.55,0.8030303,38
2,Deconvolved,microSAM,0.6,0.7878788,38
3,Deconvolved,microSAM,0.65,0.7878788,38
4,Deconvolved,microSAM,0.7,0.7878788,38
5,Deconvolved,microSAM,0.75,0.7878788,38
6,Deconvolved,microSAM,0.8,0.7878788,38
7,Deconvolved,microSAM,0.85,0.7878788,38
8,Deconvolved,microSAM,0.9,0.74242425,38
9,Deconvolved,microSAM,0.95,0.43939394,38
10,Deconvolved,microSAM,1.0,0.0,38
0,Deconvolved,Cellpose3,0.5,0.6617647,38
1,Deconvolved,Cellpose3,0.55,0.6617647,38
2,Deconvolved,Cellpose3,0.6,0.6617647,38
3,Deconvolved,Cellpose3,0.65,0.6617647,38
4,Deconvolved,Cellpose3,0.7,0.6617647,38
5,Deconvolved,Cellpose3,0.75,0.63235295,38
6,Deconvolved,Cellpose3,0.8,0.3382353,38
7,Deconvolved,Cellpose3,0.85,0.04411765,38
8,Deconvolved,Cellpose3,0.9,0.0,38
9,Deconvolved,Cellpose3,0.95,0.0,38
10,Deconvolved,Cellpose3,1.0,0.0,38
0,Deconvolved,Morphometrics,0.5,0.875,38
1,Deconvolved,Morphometrics,0.55,0.828125,38
2,Deconvolved,Morphometrics,0.6,0.796875,38
3,Deconvolved,Morphometrics,0.65,0.796875,38
4,Deconvolved,Morphometrics,0.7,0.796875,38
5,Deconvolved,Morphometrics,0.75,0.796875,38
6,Deconvolved,Morphometrics,0.8,0.796875,38
7,Deconvolved,Morphometrics,0.85,0.796875,38
8,Deconvolved,Morphometrics,0.9,0.796875,38
9,Deconvolved,Morphometrics,0.95,0.75,38
10,Deconvolved,Morphometrics,1.0,0.0,38
0,Deconvolved,Omnipose,0.5,0.93333334,39
1,Deconvolved,Omnipose,0.55,0.93333334,39
2,Deconvolved,Omnipose,0.6,0.93333334,39
3,Deconvolved,Omnipose,0.65,0.93333334,39
4,Deconvolved,Omnipose,0.7,0.93333334,39
5,Deconvolved,Omnipose,0.75,0.93333334,39
6,Deconvolved,Omnipose,0.8,0.93333334,39
7,Deconvolved,Omnipose,0.85,0.93333334,39
8,Deconvolved,Omnipose,0.9,0.84444445,39
9,Deconvolved,Omnipose,0.95,0.0,39
10,Deconvolved,Omnipose,1.0,0.0,39
0,Deconvolved,Cellpose-SAM,0.5,0.9047619,39
1,Deconvolved,Cellpose-SAM,0.55,0.9047619,39
2,Deconvolved,Cellpose-SAM,0.6,0.9047619,39
3,Deconvolved,Cellpose-SAM,0.65,0.9047619,39
4,Deconvolved,Cellpose-SAM,0.7,0.9047619,39
5,Deconvolved,Cellpose-SAM,0.75,0.9047619,39
6,Deconvolved,Cellpose-SAM,0.8,0.9047619,39
7,Deconvolved,Cellpose-SAM,0.85,0.9047619,39
8,Deconvolved,Cellpose-SAM,0.9,0.9047619,39
9,Deconvolved,Cellpose-SAM,0.95,0.61904764,39
10,Deconvolved,Cellpose-SAM,1.0,0.0,39
0,Deconvolved,microSAM,0.5,0.74509805,39
1,Deconvolved,microSAM,0.55,0.74509805,39
2,Deconvolved,microSAM,0.6,0.74509805,39
3,Deconvolved,microSAM,0.65,0.7058824,39
4,Deconvolved,microSAM,0.7,0.7058824,39
5,Deconvolved,microSAM,0.75,0.7058824,39
6,Deconvolved,microSAM,0.8,0.7058824,39
7,Deconvolved,microSAM,0.85,0.7058824,39
8,Deconvolved,microSAM,0.9,0.7058824,39
9,Deconvolved,microSAM,0.95,0.39215687,39
10,Deconvolved,microSAM,1.0,0.0,39
0,Deconvolved,Cellpose3,0.5,0.68085104,39
1,Deconvolved,Cellpose3,0.55,0.63829786,39
2,Deconvolved,Cellpose3,0.6,0.63829786,39
3,Deconvolved,Cellpose3,0.65,0.63829786,39
4,Deconvolved,Cellpose3,0.7,0.63829786,39
5,Deconvolved,Cellpose3,0.75,0.5531915,39
6,Deconvolved,Cellpose3,0.8,0.42553192,39
7,Deconvolved,Cellpose3,0.85,0.17021276,39
8,Deconvolved,Cellpose3,0.9,0.0,39
9,Deconvolved,Cellpose3,0.95,0.0,39
10,Deconvolved,Cellpose3,1.0,0.0,39
0,Deconvolved,Morphometrics,0.5,0.9130435,39
1,Deconvolved,Morphometrics,0.55,0.8695652,39
2,Deconvolved,Morphometrics,0.6,0.82608694,39
3,Deconvolved,Morphometrics,0.65,0.7826087,39
4,Deconvolved,Morphometrics,0.7,0.7826087,39
5,Deconvolved,Morphometrics,0.75,0.7826087,39
6,Deconvolved,Morphometrics,0.8,0.7826087,39
7,Deconvolved,Morphometrics,0.85,0.7826087,39
8,Deconvolved,Morphometrics,0.9,0.73913044,39
9,Deconvolved,Morphometrics,0.95,0.65217394,39
10,Deconvolved,Morphometrics,1.0,0.0,39
0,Deconvolved,Omnipose,0.5,0.96703297,40
1,Deconvolved,Omnipose,0.55,0.96703297,40
2,Deconvolved,Omnipose,0.6,0.94505495,40
3,Deconvolved,Omnipose,0.65,0.94505495,40
4,Deconvolved,Omnipose,0.7,0.94505495,40
5,Deconvolved,Omnipose,0.75,0.94505495,40
6,Deconvolved,Omnipose,0.8,0.94505495,40
7,Deconvolved,Omnipose,0.85,0.94505495,40
8,Deconvolved,Omnipose,0.9,0.94505495,40
9,Deconvolved,Omnipose,0.95,0.0,40
10,Deconvolved,Omnipose,1.0,0.0,40
0,Deconvolved,Cellpose-SAM,0.5,0.98876405,40
1,Deconvolved,Cellpose-SAM,0.55,0.98876405,40
2,Deconvolved,Cellpose-SAM,0.6,0.96629214,40
3,Deconvolved,Cellpose-SAM,0.65,0.96629214,40
4,Deconvolved,Cellpose-SAM,0.7,0.96629214,40
5,Deconvolved,Cellpose-SAM,0.75,0.96629214,40
6,Deconvolved,Cellpose-SAM,0.8,0.94382024,40
7,Deconvolved,Cellpose-SAM,0.85,0.92134833,40
8,Deconvolved,Cellpose-SAM,0.9,0.92134833,40
9,Deconvolved,Cellpose-SAM,0.95,0.83146065,40
10,Deconvolved,Cellpose-SAM,1.0,0.0,40
0,Deconvolved,microSAM,0.5,0.94623655,40
1,Deconvolved,microSAM,0.55,0.9032258,40
2,Deconvolved,microSAM,0.6,0.8817204,40
3,Deconvolved,microSAM,0.65,0.8817204,40
4,Deconvolved,microSAM,0.7,0.8817204,40
5,Deconvolved,microSAM,0.75,0.8817204,40
6,Deconvolved,microSAM,0.8,0.8817204,40
7,Deconvolved,microSAM,0.85,0.8817204,40
8,Deconvolved,microSAM,0.9,0.8817204,40
9,Deconvolved,microSAM,0.95,0.40860215,40
10,Deconvolved,microSAM,1.0,0.0,40
0,Deconvolved,Cellpose3,0.5,0.72,40
1,Deconvolved,Cellpose3,0.55,0.68,40
2,Deconvolved,Cellpose3,0.6,0.66,40
3,Deconvolved,Cellpose3,0.65,0.66,40
4,Deconvolved,Cellpose3,0.7,0.66,40
5,Deconvolved,Cellpose3,0.75,0.62,40
6,Deconvolved,Cellpose3,0.8,0.44,40
7,Deconvolved,Cellpose3,0.85,0.16,40
8,Deconvolved,Cellpose3,0.9,0.0,40
9,Deconvolved,Cellpose3,0.95,0.0,40
10,Deconvolved,Cellpose3,1.0,0.0,40
0,Deconvolved,Morphometrics,0.5,0.95652175,40
1,Deconvolved,Morphometrics,0.55,0.9347826,40
2,Deconvolved,Morphometrics,0.6,0.9130435,40
3,Deconvolved,Morphometrics,0.65,0.8695652,40
4,Deconvolved,Morphometrics,0.7,0.8695652,40
5,Deconvolved,Morphometrics,0.75,0.8695652,40
6,Deconvolved,Morphometrics,0.8,0.8695652,40
7,Deconvolved,Morphometrics,0.85,0.8695652,40
8,Deconvolved,Morphometrics,0.9,0.8695652,40
9,Deconvolved,Morphometrics,0.95,0.82608694,40
10,Deconvolved,Morphometrics,1.0,0.0,40
0,Deconvolved,Omnipose,0.5,0.8787879,41
1,Deconvolved,Omnipose,0.55,0.8787879,41
2,Deconvolved,Omnipose,0.6,0.8787879,41
3,Deconvolved,Omnipose,0.65,0.8787879,41
4,Deconvolved,Omnipose,0.7,0.8787879,41
5,Deconvolved,Omnipose,0.75,0.8787879,41
6,Deconvolved,Omnipose,0.8,0.8787879,41
7,Deconvolved,Omnipose,0.85,0.8787879,41
8,Deconvolved,Omnipose,0.9,0.8484849,41
9,Deconvolved,Omnipose,0.95,0.0,41
10,Deconvolved,Omnipose,1.0,0.0,41
0,Deconvolved,Cellpose-SAM,0.5,0.7719298,41
1,Deconvolved,Cellpose-SAM,0.55,0.7719298,41
2,Deconvolved,Cellpose-SAM,0.6,0.7719298,41
3,Deconvolved,Cellpose-SAM,0.65,0.7719298,41
4,Deconvolved,Cellpose-SAM,0.7,0.7368421,41
5,Deconvolved,Cellpose-SAM,0.75,0.7368421,41
6,Deconvolved,Cellpose-SAM,0.8,0.7017544,41
7,Deconvolved,Cellpose-SAM,0.85,0.7017544,41
8,Deconvolved,Cellpose-SAM,0.9,0.7017544,41
9,Deconvolved,Cellpose-SAM,0.95,0.5964912,41
10,Deconvolved,Cellpose-SAM,1.0,0.0,41
0,Deconvolved,microSAM,0.5,0.6136364,41
1,Deconvolved,microSAM,0.55,0.54545456,41
2,Deconvolved,microSAM,0.6,0.54545456,41
3,Deconvolved,microSAM,0.65,0.54545456,41
4,Deconvolved,microSAM,0.7,0.54545456,41
5,Deconvolved,microSAM,0.75,0.54545456,41
6,Deconvolved,microSAM,0.8,0.54545456,41
7,Deconvolved,microSAM,0.85,0.54545456,41
8,Deconvolved,microSAM,0.9,0.45454547,41
9,Deconvolved,microSAM,0.95,0.22727273,41
10,Deconvolved,microSAM,1.0,0.0,41
0,Deconvolved,Cellpose3,0.5,0.5070422,41
1,Deconvolved,Cellpose3,0.55,0.5070422,41
2,Deconvolved,Cellpose3,0.6,0.4225352,41
3,Deconvolved,Cellpose3,0.65,0.4225352,41
4,Deconvolved,Cellpose3,0.7,0.4225352,41
5,Deconvolved,Cellpose3,0.75,0.4225352,41
6,Deconvolved,Cellpose3,0.8,0.1971831,41
7,Deconvolved,Cellpose3,0.85,0.0,41
8,Deconvolved,Cellpose3,0.9,0.0,41
9,Deconvolved,Cellpose3,0.95,0.0,41
10,Deconvolved,Cellpose3,1.0,0.0,41
0,Deconvolved,Morphometrics,0.5,0.90625,41
1,Deconvolved,Morphometrics,0.55,0.875,41
2,Deconvolved,Morphometrics,0.6,0.875,41
3,Deconvolved,Morphometrics,0.65,0.875,41
4,Deconvolved,Morphometrics,0.7,0.875,41
5,Deconvolved,Morphometrics,0.75,0.875,41
6,Deconvolved,Morphometrics,0.8,0.875,41
7,Deconvolved,Morphometrics,0.85,0.875,41
8,Deconvolved,Morphometrics,0.9,0.875,41
9,Deconvolved,Morphometrics,0.95,0.78125,41
10,Deconvolved,Morphometrics,1.0,0.0,41
0,Deconvolved,Omnipose,0.5,0.96153843,42
1,Deconvolved,Omnipose,0.55,0.96153843,42
2,Deconvolved,Omnipose,0.6,0.96153843,42
3,Deconvolved,Omnipose,0.65,0.96153843,42
4,Deconvolved,Omnipose,0.7,0.96153843,42
5,Deconvolved,Omnipose,0.75,0.96153843,42
6,Deconvolved,Omnipose,0.8,0.96153843,42
7,Deconvolved,Omnipose,0.85,0.96153843,42
8,Deconvolved,Omnipose,0.9,0.9230769,42
9,Deconvolved,Omnipose,0.95,0.0,42
10,Deconvolved,Omnipose,1.0,0.0,42
0,Deconvolved,Cellpose-SAM,0.5,0.98039216,42
1,Deconvolved,Cellpose-SAM,0.55,0.98039216,42
2,Deconvolved,Cellpose-SAM,0.6,0.98039216,42
3,Deconvolved,Cellpose-SAM,0.65,0.98039216,42
4,Deconvolved,Cellpose-SAM,0.7,0.9411765,42
5,Deconvolved,Cellpose-SAM,0.75,0.9411765,42
6,Deconvolved,Cellpose-SAM,0.8,0.9019608,42
7,Deconvolved,Cellpose-SAM,0.85,0.8235294,42
8,Deconvolved,Cellpose-SAM,0.9,0.8235294,42
9,Deconvolved,Cellpose-SAM,0.95,0.78431374,42
10,Deconvolved,Cellpose-SAM,1.0,0.0,42
0,Deconvolved,microSAM,0.5,0.877193,42
1,Deconvolved,microSAM,0.55,0.84210527,42
2,Deconvolved,microSAM,0.6,0.84210527,42
3,Deconvolved,microSAM,0.65,0.84210527,42
4,Deconvolved,microSAM,0.7,0.84210527,42
5,Deconvolved,microSAM,0.75,0.84210527,42
6,Deconvolved,microSAM,0.8,0.84210527,42
7,Deconvolved,microSAM,0.85,0.84210527,42
8,Deconvolved,microSAM,0.9,0.7017544,42
9,Deconvolved,microSAM,0.95,0.28070176,42
10,Deconvolved,microSAM,1.0,0.0,42
0,Deconvolved,Cellpose3,0.5,0.55172414,42
1,Deconvolved,Cellpose3,0.55,0.55172414,42
2,Deconvolved,Cellpose3,0.6,0.55172414,42
3,Deconvolved,Cellpose3,0.65,0.55172414,42
4,Deconvolved,Cellpose3,0.7,0.55172414,42
5,Deconvolved,Cellpose3,0.75,0.51724136,42
6,Deconvolved,Cellpose3,0.8,0.41379312,42
7,Deconvolved,Cellpose3,0.85,0.1724138,42
8,Deconvolved,Cellpose3,0.9,0.0,42
9,Deconvolved,Cellpose3,0.95,0.0,42
10,Deconvolved,Cellpose3,1.0,0.0,42
0,Deconvolved,Morphometrics,0.5,0.9259259,42
1,Deconvolved,Morphometrics,0.55,0.9259259,42
2,Deconvolved,Morphometrics,0.6,0.9259259,42
3,Deconvolved,Morphometrics,0.65,0.9259259,42
4,Deconvolved,Morphometrics,0.7,0.9259259,42
5,Deconvolved,Morphometrics,0.75,0.9259259,42
6,Deconvolved,Morphometrics,0.8,0.9259259,42
7,Deconvolved,Morphometrics,0.85,0.9259259,42
8,Deconvolved,Morphometrics,0.9,0.9259259,42
9,Deconvolved,Morphometrics,0.95,0.7407407,42
10,Deconvolved,Morphometrics,1.0,0.0,42
0,Deconvolved,Omnipose,0.5,0.9166667,43
1,Deconvolved,Omnipose,0.55,0.9166667,43
2,Deconvolved,Omnipose,0.6,0.9166667,43
3,Deconvolved,Omnipose,0.65,0.9166667,43
4,Deconvolved,Omnipose,0.7,0.9166667,43
5,Deconvolved,Omnipose,0.75,0.9166667,43
6,Deconvolved,Omnipose,0.8,0.9166667,43
7,Deconvolved,Omnipose,0.85,0.9166667,43
8,Deconvolved,Omnipose,0.9,0.8888889,43
9,Deconvolved,Omnipose,0.95,0.0,43
10,Deconvolved,Omnipose,1.0,0.0,43
0,Deconvolved,Cellpose-SAM,0.5,0.86153847,43
1,Deconvolved,Cellpose-SAM,0.55,0.86153847,43
2,Deconvolved,Cellpose-SAM,0.6,0.86153847,43
3,Deconvolved,Cellpose-SAM,0.65,0.86153847,43
4,Deconvolved,Cellpose-SAM,0.7,0.86153847,43
5,Deconvolved,Cellpose-SAM,0.75,0.86153847,43
6,Deconvolved,Cellpose-SAM,0.8,0.86153847,43
7,Deconvolved,Cellpose-SAM,0.85,0.86153847,43
8,Deconvolved,Cellpose-SAM,0.9,0.86153847,43
9,Deconvolved,Cellpose-SAM,0.95,0.73846155,43
10,Deconvolved,Cellpose-SAM,1.0,0.0,43
0,Deconvolved,microSAM,0.5,0.85714287,43
1,Deconvolved,microSAM,0.55,0.85714287,43
2,Deconvolved,microSAM,0.6,0.85714287,43
3,Deconvolved,microSAM,0.65,0.85714287,43
4,Deconvolved,microSAM,0.7,0.83116883,43
5,Deconvolved,microSAM,0.75,0.83116883,43
6,Deconvolved,microSAM,0.8,0.83116883,43
7,Deconvolved,microSAM,0.85,0.83116883,43
8,Deconvolved,microSAM,0.9,0.7532467,43
9,Deconvolved,microSAM,0.95,0.5194805,43
10,Deconvolved,microSAM,1.0,0.0,43
0,Deconvolved,Cellpose3,0.5,0.6666667,43
1,Deconvolved,Cellpose3,0.55,0.61538464,43
2,Deconvolved,Cellpose3,0.6,0.61538464,43
3,Deconvolved,Cellpose3,0.65,0.61538464,43
4,Deconvolved,Cellpose3,0.7,0.61538464,43
5,Deconvolved,Cellpose3,0.75,0.5641026,43
6,Deconvolved,Cellpose3,0.8,0.4871795,43
7,Deconvolved,Cellpose3,0.85,0.12820514,43
8,Deconvolved,Cellpose3,0.9,0.0,43
9,Deconvolved,Cellpose3,0.95,0.0,43
10,Deconvolved,Cellpose3,1.0,0.0,43
0,Deconvolved,Morphometrics,0.5,0.94285715,43
1,Deconvolved,Morphometrics,0.55,0.94285715,43
2,Deconvolved,Morphometrics,0.6,0.94285715,43
3,Deconvolved,Morphometrics,0.65,0.94285715,43
4,Deconvolved,Morphometrics,0.7,0.94285715,43
5,Deconvolved,Morphometrics,0.75,0.94285715,43
6,Deconvolved,Morphometrics,0.8,0.94285715,43
7,Deconvolved,Morphometrics,0.85,0.94285715,43
8,Deconvolved,Morphometrics,0.9,0.94285715,43
9,Deconvolved,Morphometrics,0.95,0.82857144,43
10,Deconvolved,Morphometrics,1.0,0.0,43
0,Deconvolved,Omnipose,0.5,0.8367347,44
1,Deconvolved,Omnipose,0.55,0.8367347,44
2,Deconvolved,Omnipose,0.6,0.8367347,44
3,Deconvolved,Omnipose,0.65,0.8367347,44
4,Deconvolved,Omnipose,0.7,0.8367347,44
5,Deconvolved,Omnipose,0.75,0.8367347,44
6,Deconvolved,Omnipose,0.8,0.8367347,44
7,Deconvolved,Omnipose,0.85,0.79591835,44
8,Deconvolved,Omnipose,0.9,0.75510204,44
9,Deconvolved,Omnipose,0.95,0.040816326,44
10,Deconvolved,Omnipose,1.0,0.0,44
0,Deconvolved,Cellpose-SAM,0.5,0.83516484,44
1,Deconvolved,Cellpose-SAM,0.55,0.7912088,44
2,Deconvolved,Cellpose-SAM,0.6,0.7692308,44
3,Deconvolved,Cellpose-SAM,0.65,0.7692308,44
4,Deconvolved,Cellpose-SAM,0.7,0.7692308,44
5,Deconvolved,Cellpose-SAM,0.75,0.74725276,44
6,Deconvolved,Cellpose-SAM,0.8,0.74725276,44
7,Deconvolved,Cellpose-SAM,0.85,0.74725276,44
8,Deconvolved,Cellpose-SAM,0.9,0.72527474,44
9,Deconvolved,Cellpose-SAM,0.95,0.5714286,44
10,Deconvolved,Cellpose-SAM,1.0,0.0,44
0,Deconvolved,microSAM,0.5,0.84,44
1,Deconvolved,microSAM,0.55,0.84,44
2,Deconvolved,microSAM,0.6,0.84,44
3,Deconvolved,microSAM,0.65,0.84,44
4,Deconvolved,microSAM,0.7,0.84,44
5,Deconvolved,microSAM,0.75,0.84,44
6,Deconvolved,microSAM,0.8,0.84,44
7,Deconvolved,microSAM,0.85,0.8,44
8,Deconvolved,microSAM,0.9,0.68,44
9,Deconvolved,microSAM,0.95,0.24,44
10,Deconvolved,microSAM,1.0,0.0,44
0,Deconvolved,Cellpose3,0.5,0.8043478,44
1,Deconvolved,Cellpose3,0.55,0.8043478,44
2,Deconvolved,Cellpose3,0.6,0.7826087,44
3,Deconvolved,Cellpose3,0.65,0.7826087,44
4,Deconvolved,Cellpose3,0.7,0.76086956,44
5,Deconvolved,Cellpose3,0.75,0.73913044,44
6,Deconvolved,Cellpose3,0.8,0.5652174,44
7,Deconvolved,Cellpose3,0.85,0.10869565,44
8,Deconvolved,Cellpose3,0.9,0.0,44
9,Deconvolved,Cellpose3,0.95,0.0,44
10,Deconvolved,Cellpose3,1.0,0.0,44
0,Deconvolved,Morphometrics,0.5,0.9148936,44
1,Deconvolved,Morphometrics,0.55,0.89361703,44
2,Deconvolved,Morphometrics,0.6,0.89361703,44
3,Deconvolved,Morphometrics,0.65,0.89361703,44
4,Deconvolved,Morphometrics,0.7,0.89361703,44
5,Deconvolved,Morphometrics,0.75,0.89361703,44
6,Deconvolved,Morphometrics,0.8,0.89361703,44
7,Deconvolved,Morphometrics,0.85,0.89361703,44
8,Deconvolved,Morphometrics,0.9,0.82978725,44
9,Deconvolved,Morphometrics,0.95,0.61702126,44
10,Deconvolved,Morphometrics,1.0,0.0,44
0,Deconvolved,Omnipose,0.5,0.939759,45
1,Deconvolved,Omnipose,0.55,0.91566265,45
2,Deconvolved,Omnipose,0.6,0.8915663,45
3,Deconvolved,Omnipose,0.65,0.8915663,45
4,Deconvolved,Omnipose,0.7,0.8915663,45
5,Deconvolved,Omnipose,0.75,0.8915663,45
6,Deconvolved,Omnipose,0.8,0.8915663,45
7,Deconvolved,Omnipose,0.85,0.8915663,45
8,Deconvolved,Omnipose,0.9,0.7710843,45
9,Deconvolved,Omnipose,0.95,0.024096385,45
10,Deconvolved,Omnipose,1.0,0.0,45
0,Deconvolved,Cellpose-SAM,0.5,0.71428573,45
1,Deconvolved,Cellpose-SAM,0.55,0.71428573,45
2,Deconvolved,Cellpose-SAM,0.6,0.71428573,45
3,Deconvolved,Cellpose-SAM,0.65,0.71428573,45
4,Deconvolved,Cellpose-SAM,0.7,0.71428573,45
5,Deconvolved,Cellpose-SAM,0.75,0.6904762,45
6,Deconvolved,Cellpose-SAM,0.8,0.6666667,45
7,Deconvolved,Cellpose-SAM,0.85,0.6666667,45
8,Deconvolved,Cellpose-SAM,0.9,0.6666667,45
9,Deconvolved,Cellpose-SAM,0.95,0.42857143,45
10,Deconvolved,Cellpose-SAM,1.0,0.0,45
0,Deconvolved,microSAM,0.5,0.89411765,45
1,Deconvolved,microSAM,0.55,0.87058824,45
2,Deconvolved,microSAM,0.6,0.84705883,45
3,Deconvolved,microSAM,0.65,0.84705883,45
4,Deconvolved,microSAM,0.7,0.84705883,45
5,Deconvolved,microSAM,0.75,0.84705883,45
6,Deconvolved,microSAM,0.8,0.8235294,45
7,Deconvolved,microSAM,0.85,0.8235294,45
8,Deconvolved,microSAM,0.9,0.7764706,45
9,Deconvolved,microSAM,0.95,0.21176471,45
10,Deconvolved,microSAM,1.0,0.0,45
0,Deconvolved,Cellpose3,0.5,0.7209302,45
1,Deconvolved,Cellpose3,0.55,0.6976744,45
2,Deconvolved,Cellpose3,0.6,0.6744186,45
3,Deconvolved,Cellpose3,0.65,0.60465115,45
4,Deconvolved,Cellpose3,0.7,0.60465115,45
5,Deconvolved,Cellpose3,0.75,0.5116279,45
6,Deconvolved,Cellpose3,0.8,0.30232558,45
7,Deconvolved,Cellpose3,0.85,0.023255814,45
8,Deconvolved,Cellpose3,0.9,0.0,45
9,Deconvolved,Cellpose3,0.95,0.0,45
10,Deconvolved,Cellpose3,1.0,0.0,45
0,Deconvolved,Morphometrics,0.5,0.89411765,45
1,Deconvolved,Morphometrics,0.55,0.87058824,45
2,Deconvolved,Morphometrics,0.6,0.84705883,45
3,Deconvolved,Morphometrics,0.65,0.84705883,45
4,Deconvolved,Morphometrics,0.7,0.84705883,45
5,Deconvolved,Morphometrics,0.75,0.84705883,45
6,Deconvolved,Morphometrics,0.8,0.84705883,45
7,Deconvolved,Morphometrics,0.85,0.8235294,45
8,Deconvolved,Morphometrics,0.9,0.7529412,45
9,Deconvolved,Morphometrics,0.95,0.47058824,45
10,Deconvolved,Morphometrics,1.0,0.0,45
0,Deconvolved,Omnipose,0.5,0.8819876,46
1,Deconvolved,Omnipose,0.55,0.8447205,46
2,Deconvolved,Omnipose,0.6,0.8447205,46
